en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
forensic_family_ai_title	Deep learning	Deep learning	Deep learning	Deep learning	Apprendimento profondo	تعلم عميق(Deep learning)	Deep Learning	ディープラーニング	Mélytanulás	Aprendizado profundo	Duboko učenje	Globoko učenje
forensic_family_ai_description	They use Artificial intelligence methods to detect modifications of the images with a system that has been trained with a big number of examples of fake images.	Ils utilisent des méthodes d'intelligence artificielle pour détecter les modifications dans les images avec un système qui a été entraîné avec un grand nombre d'exemples de fausses images.	Utilizan métodos de inteligencia artificial para detectar modificaciones de las imágenes con un sistema que ha sido entrenado con un gran número de ejemplos de imágenes falsas.	Χρησιμοποιούν Μέθοδοι τεχνητής νοημοσύνης για τον εντοπισμό τροποποιήσεις των εικόνων με ένα σύστημα που έχει εκπαιδευθεί με ένα μεγάλο αριθμό παραδειγμάτων των εικόνων ψεύτικο.	Usano metodi di intelligenza artificiale per rilevare le modifiche delle immagini con un sistema che è stato addestrato con un grande numero di esempi di immagini false.	يستخدمون أساليب الذكاء الاصطناعي للكشف عن تعديلات الصور بنظام تم تدريبه بعدد كبير من الأمثلة على الصور المزيفة.	Sie verwenden künstliche Intelligenzmethoden, um Modifikationen der Bilder mit einem System zu erkennen, das mit einer großen Anzahl von Beispielen für gefälschte Bilder geschult wurde.	彼らは、人工知能の手法を使用して、多数のフェイク画像のサンプルで訓練されたシステムで画像の変更を検出します。	Mesterséges intelligencia módszereket használnak a képek módosításainak észlelésére egy olyan rendszerrel, amelyet hamis képek nagy számú példájával tanítottak be.	Eles usam métodos de inteligência artificial para detectar modificações das imagens com um sistema que foi treinado com um grande número de exemplos de imagens falsas.	Koriste metode umjetne inteligencije za otkrivanje modifikacija slika sa sustavom koji je obučen s velikim brojem primjera lažnih slika.	Uporabljajo metode umetne inteligence za zaznavanje sprememb slik s sistemom, ki je bil usposobljen z velikim številom primerov ponarejenih slik.
forensic_family_ai_look	Sections of objects in the image highlighted in white.	Zones des objets dans l'image mises en évidence en blanc.	Las zonas de los objetos en la imagen resaltados en blanco.	Τμήματα των αντικειμένων στην εικόνα επισημαίνονται με λευκού χρώματος.	Sezioni di oggetti nell'immagine evidenziata in bianco.	أقسام من المحتويات أو المواضيع في الصورة المميزة باللون الأبيض.	Abschnitte von Objekten im Bild, die in Weiß hervorgehoben sind.	画像内のオブジェクトのセクションが白く強調表示されます	A kép objektumainak fehérrel kiemelt szakaszai.	As áreas dos objetos na imagem destacadas em branco.	Dijelovi objekata na slici istaknuti bijelom bojom.	Deli predmetov na sliki, poudarjeni v beli barvi.
forensic_family_ai_ignore	Dark sections should be ignored.	Il faut ignorer les zones obscures	Zonas oscuras deben ser ignoradas.	Σκούρο τμήματα θα πρέπει να αγνοηθεί.	Le sezioni oscure dovrebbero essere ignorate.	يجب تجاهل المقاطع المظلمة.	Dunkle Abschnitte sollten ignoriert werden.	暗い部分は無視してください。	A sötét szakaszokat figyelmen kívül kell hagyni.	Áreas escuras devem ser ignoradas.	Tamne dijelove treba zanemariti.	Temne odseke je treba prezreti.
forensic_family_cloning_title	Cloning	Clonage	clonación	κλωνοποίηση	Clonazione	استنساخ	Klonen	クローン作成	Klónozás	Clonagem	Kloniranje	Kloniranje
forensic_family_cloning_description	Those filters detect elements that have been copied and moved within that image to create a fake.	Ces filtres détectent les éléments qui ont été copiés et déplacés dans l'image pour créer un faux.	Detectan elementos que se han copiado y pegado dentro de la imagen para crear un bulo.	Εντοπίζουν στοιχεία που έχουν αντιγραφεί και μετακινηθεί εντός της εν λόγω εικόνας για να δημιουργήσουν μια απομίμηση.	Quei filtri rilevano elementi che sono stati copiati e spostati all'interno di quell'immagine per creare un falso.	تكتشف تلك الفلاتر عناصر تم نسخها ونقلها داخل تلك الصورة من أجل التزييف.	Diese Filter erkennen Elemente, die in dieses Bild kopiert und bewegt wurden, um eine Fälschung zu erstellen.	これらのフィルターは、フェイクを作成するために画像内でコピーおよび移動された要素を検出します。	Ezek a szűrők észlelik azokat az elemeket, amelyeket a képen belül másoltak és mozgattak hamisítvány létrehozása érdekében.	Eles detectam elementos que foram copiados e colados dentro da imagem para criar uma farsa.	Ovi filteri otkrivaju elemente koji su kopirani i premješteni unutar te slike kako bi se stvorila lažna slika.	Ti filtri zaznavajo elemente, ki so bili kopirani in premaknjeni znotraj te slike, da bi ustvarili ponaredek.
forensic_family_cloning_look	CMFD – White areas are the elements that have been copied and moved and may represent the source of the element that has been cloned RCMFD – Red lines between similar objects in the image reveal which ones have been cloned.	CMFD - Les zones blanches sont les éléments qui ont été copiés et déplacés. Ils peuvent représenter la source de l'élément qui a été cloné. RCMFD - Les lignes rouges entrent des objets similaires dans l'image révèlent ceux qui ont été clonés	CMFD - Las zonas blancas son los elementos que han sido copiados y movidos y pueden aparecer también como el origen del elemento que ha sido clonado RCMFD - líneas rojas entre objetos similares en la imagen revelan los que han sido clonados	CMFD - Οι λευκές περιοχές είναι τα στοιχεία που έχουν αντιγραφεί και μετακινηθεί και μπορεί να αντιπροσωπεύουν την πηγή του στοιχείου που έχει κλωνοποιηθεί RCMFD - Οι κόκκινες γραμμές μεταξύ παρόμοιων αντικειμένων στην εικόνα αποκαλύπτουν ποια έχουν κλωνοποιηθεί.	CMFD - Le aree bianche sono gli elementi che sono stati copiati e spostati e possono rappresentare la fonte dell'elemento che è stato clonato rcmfd - linee rosse tra oggetti simili nell'immagine rivelano quali sono stati clonati.	CMFD - المناطق البيضاء هي العناصر التي تم نسخها ونقلها وقد تمثل مصدر العنصر الذي تم استنساخه RCMFD - خطوط حمراء بين أجزاء مماثلة في الصورة تكشف عن تلك التي تم استنساخها.	CMFD - Weiße Bereiche sind die Elemente, die kopiert und bewegt wurden und die Quelle des Elements darstellen können, das rcmfd kloniert wurde rote Linien zwischen ähnlichen Objekten im Bild zeigen, welche kloniert wurden.	CMFD – 白い領域はコピーおよび移動された要素であり、複製された要素のソースを表す可能性があります。 RCMFD – 画像内の類似したオブジェクト間の赤い線は、どのオブジェクトが複製されたかを示します。	CMFD – A fehér területek azok az elemek, amelyeket másoltak és mozgattak, és amelyek a klónozott elem forrását jelenthetik. RCMFD – A kép hasonló objektumai közötti piros vonalak feltárják, melyeket klónoztak.	CMFD - As áreas brancas são os elementos que foram copiados e movidos e podem representar a fonte do elemento que foi clonado. RCMFD - Linhas vermelhas entre objetos semelhantes na imagem revelam quais foram clonados.	CMFD – Bijela područja su elementi koji su kopirani i premješteni i mogu predstavljati izvor elementa koji je kloniran RCMFD – Crvene linije između sličnih objekata na slici otkrivaju koji su klonirani.	CMFD – Bela območja so elementi, ki so bili kopirani in premaknjeni ter lahko predstavljajo vir elementa, ki je bil kloniran RCMFD – Rdeče črte med podobnimi predmeti na sliki razkrivajo, kateri so bili klonirani.
forensic_family_cloning_ignore	Ignore the remaining sections not highligthed in the above description.	Ignorer les zones restantes non décrites ci-dessus.	Ignore las otras zonas que no corresponden a lo descrito arriba.	Αγνοήστε τα υπόλοιπα τμήματα που δεν επισημαίνονται στην παραπάνω περιγραφή.	Ignora le sezioni rimanenti non elevate in alto nella descrizione di cui sopra.	تجاهل الأقسام المتبقية غير المحددة في الوصف أعلاه.	Ignorieren Sie die verbleibenden Abschnitte, die in der obigen Beschreibung nicht erheblich sind.	上記の説明で強調されていない残りのセクションは無視してください	A fenti leírásban nem kiemelt többi szakaszt hagyja figyelmen kívül.	Ignore as outras áreas que não correspondem ao descrito acima.	Zanemarite preostale dijelove koji nisu istaknuti u gornjem opisu.	Prezrite preostale odseke, ki niso poudarjeni v zgornjem opisu.
forensic_filters_explanation	All forensic filters displayed below are aimed at detecting modifications or alterations in the original image that can create a fake image. The filters are distributed in different families based on their way of detecting these anomalies. Note that the filters are not perfect, and they can generate some false positives that should be ignored. To help this process a short explanation of the family and the things to look at it or the things to ignore are displayed below the filters. Usually, all the filters show possible modifications in red and not altered areas in blue. If you want to learn more, you can go to our extended documentation.	Tous les filtres forensic affichés ci-dessous visent à détecter des modifications ou des altérations de l'image originale qui a servi à  créer une fausse image. Les filtres sont répartis dans différentes familles en fonction de leur façon de détecter ces anomalies. Notez que les filtres ne sont pas parfaits, et ils peuvent générer des faux positifs qui doivent être ignorés. Pour faciliter ce processus une brève explication de la famille de filtres et des éléments à considérer (case à cocher verte) ou ceux à ignorer (stop rouge) sont affichés sous les filtres. En règle générale, tous les filtres montrent des modifications possibles en red et des zones non altérées en blue. Si vous voulez en savoir plus, vous pouvez consulter notre documentation complète.	Todos los filtros forenses que se muestran a continuación tratan de detectar modificaciones o alteraciones en la imagen original que generaron una imagen falsa. Los filtros se distribuyen en diferentes familias en función de su forma de detectar estas anomalías. Tenga en cuenta que los filtros no son perfectos, y que pueden generar algunos falsos positivos que deben ser ignorados. Para ayudarles en este proceso una breve explicación de la familia y las cosas que mirar o ignorar se muestran bajo los filtros. Por lo general, todos los filtros muestran posibles modificaciones en rojo y zonas no alteradas en azul. Si quiere saber más, puede consultar nuestra documentación ampliada.	Vsi spodaj prikazani forenzični filtri so namenjeni odkrivanju sprememb ali sprememb v izvirni sliki, ki lahko ustvarijo ponaredek. Filtri so razdeljeni v različne družine glede na način odkrivanja teh anomalij. Upoštevajte, da filtri niso popolni in lahko povzročijo nekatere lažne pozitivne rezultate, ki jih je treba prezreti. Za lažji postopek je pod filtri prikazana kratka razlaga družine in stvari, ki si jih je treba ogledati, ali stvari, ki jih je treba prezreti. Običajno vsi filtri prikazujejo možne spremembe v rdeči barvi in nespremenjena območja v modri barvi. Če želite izvedeti več, si lahko ogledate našo razširjeno dokumentacijo.	Tutti i filtri forensi visualizzati di seguito hanno lo scopo di rilevare modifiche o alterazioni nell'immagine originale che possono creare un'immagine falsa. I filtri sono distribuiti in diverse famiglie in base al loro modo di rilevare queste anomalie. Si noti che i filtri non sono perfetti e possono generare alcuni falsi positivi che dovrebbero essere ignorati. Per aiutare questo processo, sotto i filtri viene visualizzata una breve spiegazione della famiglia e delle cose da guardare o da ignorare. Di solito, tutti i filtri mostrano possibili modifiche in rosso e aree non alterate in blu. Se vuoi saperne di più, puoi consultare la nostra documentazione estesa.	Vsi spodaj prikazani forenzični filtri so namenjeni odkrivanju sprememb ali sprememb v izvirni sliki, ki lahko ustvarijo ponaredek. Filtri so razdeljeni v različne družine glede na način odkrivanja teh anomalij. Upoštevajte, da filtri niso popolni in lahko povzročijo nekatere lažne pozitivne rezultate, ki jih je treba prezreti. Za lažji postopek je pod filtri prikazana kratka razlaga družine in stvari, ki si jih je treba ogledati, ali stvari, ki jih je treba prezreti. Običajno vsi filtri prikazujejo možne spremembe v rdeči barvi in nespremenjena območja v modri barvi. Če želite izvedeti več, si lahko ogledate našo razširjeno dokumentacijo.	Alle unten angezeigten forensischen Filter zielen darauf ab, Änderungen oder Veränderungen im Originalbild zu erkennen, die ein gefälschtes Bild erzeugen können. Die Filter sind je nach Art der Erkennung dieser Anomalien in verschiedene Familien unterteilt. Beachten Sie, dass die Filter nicht perfekt sind und einige Fehlalarme erzeugen können, die ignoriert werden sollten. Um diesen Prozess zu unterstützen, wird unter den Filtern eine kurze Erklärung der Familie und der zu betrachtenden oder zu ignorierenden Dinge angezeigt. Normalerweise zeigen alle Filter mögliche Änderungen in Rot und nicht geänderte Bereiche in Blau an. Wenn Sie mehr erfahren möchten, können Sie unsere erweiterte Dokumentation lesen.	以下に表示されるすべてのフォレンジックフィルターは、偽の画像を作成できる元の画像の変更または改変を検出することを目的としています。フィルターは、これらの異常を検出する方法に基づいて、さまざまなファミリーに分類されます。フィルターは完全ではなく、無視すべきいくつかの誤検知を生成する可能性があることに注意してください。このプロセスを支援するために、ファミリーの簡単な説明と、それを見るべきものまたは無視すべきものがフィルターの下に表示されます。通常、すべてのフィルターは、可能な変更を赤で、変更されていない領域を青で表示します。詳細については、拡張ドキュメントを参照してください。	Az alább látható összes forenzikus szűrő célja az eredeti kép olyan módosításainak vagy változtatásainak észlelése, amelyek hamis képet hozhatnak létre. A szűrőket különböző családokba sorolják az anomáliák észlelésének módja alapján. Vegye figyelembe, hogy a szűrők nem tökéletesek, és generálhatnak néhány hamis pozitív eredményt, amelyeket figyelmen kívül kell hagyni. Ennek a folyamatnak a segítésére a szűrők alatt megjelenik a család rövid magyarázata, valamint a megnézendő vagy figyelmen kívül hagyandó dolgok. Általában az összes szűrő a lehetséges módosításokat pirossal, a nem módosított területeket pedig kékkel mutatja. Ha többet szeretne megtudni, olvassa el a kibővített dokumentációnkat.	Todos os filtros forenses exibidos abaixo destinam-se a detectar modificações ou alterações na imagem original que possam criar uma imagem falsa. Os filtros são distribuídos em diferentes famílias com base na sua forma de detectar essas anomalias. Observe que os filtros não são perfeitos e podem gerar alguns falsos positivos que devem ser ignorados. Para ajudar neste processo, uma breve explicação da família e das coisas a serem observadas ou ignoradas são exibidas abaixo dos filtros. Normalmente, todos os filtros mostram possíveis modificações em vermelho e áreas não alteradas em azul. Se você quiser saber mais, pode consultar nossa documentação estendida.	Svi dolje prikazani forenzički filtri imaju za cilj otkrivanje modifikacija ili izmjena na originalnoj slici koje mogu stvoriti lažnu sliku. Filtri su raspoređeni u različite obitelji na temelju načina na koji otkrivaju te anomalije. Imajte na umu da filtri nisu savršeni i da mogu generirati neke lažno pozitivne rezultate koje treba zanemariti. Kako bi se olakšao ovaj proces, ispod filtera se prikazuje kratko objašnjenje obitelji i stvari koje treba pogledati ili zanemariti. Obično svi filtri prikazuju moguće izmjene crvenom bojom, a neizmijenjena područja plavom bojom. Ako želite saznati više, možete pogledati našu proširenu dokumentaciju.	Vsi spodaj prikazani forenzični filtri so namenjeni odkrivanju sprememb ali sprememb v izvirni sliki, ki lahko ustvarijo ponaredek. Filtri so razdeljeni v različne družine glede na način odkrivanja teh anomalij. Upoštevajte, da filtri niso popolni in lahko povzročijo nekatere lažne pozitivne rezultate, ki jih je treba prezreti. Za lažji postopek je pod filtri prikazana kratka razlaga družine in stvari, ki si jih je treba ogledati, ali stvari, ki jih je treba prezreti. Običajno vsi filtri prikazujejo možne spremembe v rdeči barvi in nespremenjena območja v modri barvi. Če želite izvedeti več, si lahko ogledate našo razširjeno dokumentacijo.
forensic_lenses_explanation	The enhancers displayed below help you to better look at the image's edges. They are not enough to conclude about forgeries but if you see a suspicious zone, you should then look at the same zone in the forensic filters displayed on the right.	Les amplificateurs affichés ci-dessous améliorent certains contours de l'image. Ils ne sont pas suffisants pour conclure à une manipulation quelconque mais si vous voyez une zone suspecte dans l'image, alors vous pouvez alors l'examiner dans les filtres forensic à droite.	Los amplificadores aquí abajo mejoran los contornos de la imagen. No son suficientes para concluir que una imagen esta manipulada pero si ve alguna zona sospechosa, puede mirar esas mismas zonas en los filtros forensic de la derecha.	Όλες οι ιατροδικαστικές φακοί εμφανίζεται κάτω από την ενίσχυση ορισμένων πτυχών της εικόνας για να βοηθήσει τη διαδικασία της ανίχνευσης ανωμαλιών, θα πρέπει να χρησιμοποιούνται για την ανάλυση σε συνδυασμό με τα φίλτρα.	I miglioratori visualizzati sotto aiutano a guardare meglio i bordi dell'immagine. Non sono sufficienti per concludere sui falsi ma se vedi una zona sospetta, dovresti quindi guardare la stessa zona nei filtri forensi visualizzati a destra.	تساعدك المعززات المعروضة أدناه على النظر بشكل أفضل في حواف الصورة. إنها ليست كافية للاستنتاج حول التزوير، ولكن إذا رأيت منطقة مشبوهة، فيجب عليك إلقاء نظرة على نفس المنطقة في فلاتر التحري الرقمي المعروضة على اليمين.	Die unten angezeigten Enhancer helfen Ihnen dabei, die Ränder des Bildes besser zu betrachten. Sie reichen nicht aus, um über Fälschungen zu schließen, aber wenn Sie eine verdächtige Zone sehen, sollten Sie sich die gleiche Zone in den forensischen Filtern ansehen, die rechts angezeigt werden.	以下に表示されるエンハンサーは、画像のエッジを見やすくするのに役立ちます。これらは加工について結論付けるのに十分ではありませんが、疑わしい領域を見つけた場合は、右側に表示されるフォレンジックフィルターで同じ場所を確認する必要があります。	Az alább megjelenített javítók segítenek jobban megtekinteni a kép széleit. Nem elegendőek a hamisítások megállapításához, de ha gyanús zónát lát, akkor a jobb oldalon látható forenzikus szűrőkben ugyanazt a zónát kell megnéznie.	Os amplificadores exibidos abaixo ajudam a visualizar melhor as bordas da imagem. Eles não são suficientes para concluir sobre falsificações, mas se você vir uma zona suspeita, deve então olhar para a mesma zona nos filtros forenses exibidos à direita.	Pojačivači prikazani u nastavku pomažu vam da bolje pogledate rubove slike. Nisu dovoljni za zaključak o krivotvorinama, ali ako vidite sumnjivu zonu, trebali biste pogledati istu zonu u forenzičkim filterima prikazanim s desne strane.	Spodaj prikazani ojačevalci vam pomagajo bolje videti robove slike. Niso zadostni za sklepanje o ponaredkih, če pa vidite sumljivo območje, si oglejte isto območje v forenzičnih filtrih, prikazanih na desni.
forensic_title_image	Analysed Image	Image analysée	Imagen analizada	Αναλυόμενη εικόνα	Immagine analizzata	صورة تم تحليلها	Analysiertes Bild	解析画像	Elemzett kép	Imagem analisada	Analizirana slika	Analizirana slika
forensic_button_newImage	New Image	Nouvelle image	Nueva imagen	Νέα εικόνα	Nuova immagine	صورة جديدة	Neues Bild	新しい画像	Új kép	Nova imagem	Nova slika	Nova slika
forensic_title_what	What is this?	Qu'est-ce que c'est?	¿Qué es ésto?	Τι είναι αυτό?	Cos'è questo?	ما هذا؟	Was ist das?	これは何ですか？	Mi ez?	O que é isso?	Što je ovo?	Kaj je to?
forensic_title_filters	Filters	Filtres	Filtros	φίλτρα	Filtri	الفلاتر	Filter	フィルター	Szűrők	Filtros	Filteri	Filtri
forensic_title_lenses	Enhancers	Amplificateurs	Amplificadores	Φακοί	Enhancer	المعززات	Verbesserungen	エンハンサー	Javítók	Amplificadores	Poboljšivači	Ojačevalci
forensic_input_placeholder	Paste here the link	Copier ici le lien	Copiar aquí el enlace	Επικολλήστε εδώ ο σύνδεσμος	Incolla qui il link	الصق الرابط هنا	Fügen Sie hier den Link ein	ここにリンクを貼り付けます	Illessze be ide a linket	Copiar o link aqui	Zalijepite poveznicu ovdje	Prilepite povezavo sem
forensic_button_download	Download	Télécharger	Bajar	Κατεβάστε	Scarica	تحميل	Herunterladen	ダウンロード	Letöltés	Baixar	Preuzmi	Prenesi
forensic_text_speed	Speed of the animation	Vitesse de l'animation	Velocidad de la animación	Ταχύτητα της κινούμενης εικόνας	Velocità dell'animazione	سرعة الرسوم المتحركة	Geschwindigkeit der Animation	アニメーションの速度	Az animáció sebessége	Velocidade da animação	Brzina animacije	Hitrost animacije
forensic_title_export	Export the result as a GIF	Exporter le résultat en GIF	Exportar el resultado en GIF	Εξαγωγή του αποτελέσματος ως GIF	Esportare il risultato come gif	قم بتصدير النتيجة بصيغة GIF	Exportieren Sie das Ergebnis als GIF	結果を GIF としてエクスポートする	Az eredmény exportálása GIF-ként	Exportar o resultado como GIF	Izvezi rezultat kao GIF	Izvozi rezultat kot GIF
forensic_text_fast	Fast	Rapide	Rapido	Γρήγορα	Veloce	سريع	Schnell	速く	Gyors	Rápido	Brzo	Hitro
forensic_text_slow	Slow	Lent	Lento	Αργός	Lento	بطيء	Langsam	遅く	Lassú	Lento	Sporo	Počasno
forensic_text_detection	Detection	Détection	Detección	Ανίχνευση	Rilevamento	كشف تلاعب	Erkennung	検出	Észlelés	Detecção	Detekcija	Zaznavanje
forensic_text_nodetection	No detection	Pas de détection	Ninguna detección	Δεν υπάρχει ανίχνευση	Nessun rilevamento	لا تلاعب	Kein Nachweis	検出されない	Nincs észlelés	Nenhuma detecção	Nema detekcije	Brez zaznavanja
forensic_tosast_clipboard	URL of the image copied into the clipboard	URL de l'image copiée dans le presse-papier	URL de la imagen copiada en el portapapeles	URL της εικόνας που αντιγράφεται στο clipboard	URL dell'immagine copiata nel cliboard	عنوان URL للصورة يتم نسخه في الحافظة	URL des Bildes in die Zwischenablage kopiert	クリップボードにコピーされた画像の URL	A kép URL-je a vágólapra másolva	URL da imagem copiada para a área de transferência	URL slike kopiran u međuspremnik	URL slike, kopiran v odložišče
forensic_card_zero_report	When an area is highlighted in white, it means it has a different JPEG grid position than the rest of the image. In light green, it means the grid in this area has been disrupted. Therefore, they can be considered as a forgery caused by an erasing or an external or internal copy-move. Black colour means that no abnormal JPEG grid has been detected.	Lorsqu’une zone est mise en évidence en blanc, cela signifie que la position de la grille JPEG est différente de celle du reste de l’image. En vert clair, cela signifie que la grille de cette zone a été perturbée. Par conséquent, on peut considérer qu’il s’agit d’une falsification causée par un effacement ou un copier/coller externe ou interne à l’image. La couleur noire signifie qu’aucune grille JPEG anormale n’a été détectée.	Cuando un área está resaltada en blanco, significa que tiene una posición de cuadrícula JPEG diferente a la del resto de la imagen. En verde claro, significa que la cuadrícula de esta zona ha sido alterada. Por lo tanto, se puede considerar como una falsificación causada por un borrado o un copiar y pegar externo o interno a la imagen. El color negro significa que no se ha detectado ninguna cuadrícula JPEG anormal.	Όταν μια περιοχή έχει μια διαφορετική θέση πλέγμα JPEG από την υπόλοιπη εικόνα, τότε είναι μια πλαστογραφία. Αυτό μπορεί να προκληθεί από τη ματιά ή την αντιγραφή. Κοιτάζοντας το ψητό μπορεί επίσης να δώσει ένα σύνθημα αυτού που έχει αναλυθεί. Χάρτης ψήφου: Κάθε χρώμα έχει νόημα. Το πράσινο σημαίνει ότι το εικονοστοιχείο έχει εντοπίσει ένα πλέγμα JPEG και ότι είναι ευθυγραμμισμένο με την επάνω αριστερά της εικόνας. Το μαύρο σημαίνει ότι κανένα πλέγμα JPEG δεν έχει ανιχνευθεί και τα άλλα χρώματα αντιστοιχούν σε άλλα δυνατά πλέγματα.	Quando un'area è evidenziata in bianco, significa che ha una diversa posizione della griglia JPEG rispetto al resto dell'immagine. In verde chiaro, significa che la griglia in questa zona è stata interrotta. Pertanto, possono essere considerati come una falsificazione causata da una cancellazione o da una copia-spostamento esterna o interna. Il colore nero significa che non è stata rilevata alcuna griglia JPEG anomala.	Ko je območje poudarjeno v beli barvi, to pomeni, da ima drugačen položaj mreže JPEG kot preostali del slike. V svetlo zeleni barvi to pomeni, da je bila mreža na tem območju motena. Zato jih je mogoče šteti za ponaredek, ki ga povzroči brisanje ali zunanje ali notranje kopiranje in premikanje. Črna barva pomeni, da ni bila zaznana nobena nenormalna mreža JPEG.	Wenn ein Bereich weiß hervorgehoben ist, bedeutet dies, dass er eine andere JPEG-Gitterposition als der Rest des Bildes hat. In Hellgrün bedeutet dies, dass das Gitter in diesem Bereich gestört wurde. Daher können sie als Fälschung angesehen werden, die durch ein Löschen oder eine externe oder interne Kopierbewegung verursacht wurde. Schwarze Farbe bedeutet, dass kein abnormales JPEG-Gitter erkannt wurde.	領域が白で強調表示されている場合、その領域は画像の他の部分とは異なるJPEGグリッド位置にあることを意味します。薄緑色の場合は、この領域のグリッドが乱れていることを意味します。したがって、それらは、消去または外部または内部のコピー移動によって引き起こされた偽造と見なすことができます。黒色は、異常なJPEGグリッドが検出されなかったことを意味します。	Ha egy terület fehéren van kiemelve, az azt jelenti, hogy más JPEG rácspozícióval rendelkezik, mint a kép többi része. Világoszöldben ez azt jelenti, hogy a rács ezen a területen megzavarodott. Ezért ezeket hamisításnak lehet tekinteni, amelyet törlés vagy külső vagy belső másolás-mozgatás okozott. A fekete szín azt jelenti, hogy nem észleltek rendellenes JPEG rácsot.	Quando uma área é destacada em branco, significa que ela tem uma posição de grade JPEG diferente do resto da imagem. Em verde claro, significa que a grade nesta área foi interrompida. Portanto, eles podem ser considerados como uma falsificação causada por um apagamento ou uma movimentação de cópia externa ou interna. A cor preta significa que nenhuma grade JPEG anormal foi detectada.	Kada je područje istaknuto bijelom bojom, to znači da ima drugačiji položaj JPEG mreže od ostatka slike. U svijetlozelenoj boji, to znači da je mreža u ovom području poremećena. Stoga se mogu smatrati krivotvorinom uzrokovanom brisanjem ili vanjskim ili unutarnjim kopiranjem i premještanjem. Crna boja znači da nije otkrivena abnormalna JPEG mreža.	Ko je območje poudarjeno v beli barvi, to pomeni, da ima drugačen položaj mreže JPEG kot preostali del slike. V svetlo zeleni barvi to pomeni, da je bila mreža na tem območju motena. Zato jih je mogoče šteti za ponaredek, ki ga povzroči brisanje ali zunanje ali notranje kopiranje in premikanje. Črna barva pomeni, da ni bila zaznana nobena nenormalna mreža JPEG.
forensic_card_laplacian_report	The Laplacian shows high frequencies of the image such as the borders. Can make some areas appear by showing the borders of the erasement or pasting of an object. This is not a forgery detector per se, visual analysis is required to interpret its results.	Laplacian montre des hautes fréquences de l'image telles que des contours. Il peut faire apparaître certaines zones en montrant les frontières de l'effacement ou de l'inscrutation d'un objet. Ce n'est pas un détecteur de falsification en soi, une analyse visuelle est nécessaire pour interpréter ses résultats.	El Laplacian muestra las altas frecuencias de la imagen, como las fronteras. Puede hacer que algunas áreas aparezcan mostrando los bordes del borrado o pegado de un objeto. Este no es un detector de falsificación per se, se requiere un análisis visual para interpretar sus resultados.	Ο ΛΑΠΛΑΚΙΑ παρουσιάζει υψηλές συχνότητες της εικόνας όπως τα σύνορα. Μπορεί να κάνει κάποιες περιοχές εμφανίζονται δείχνοντας τα σύνορα της Στασης ή την επικόλληση ενός αντικειμένου. Αυτός δεν είναι ανιχνευτής πλαστογράφησης per se, η οπτική ανάλυση απαιτείται να ερμηνεύσει τα αποτελέσματά του.	La laplaciana mostra elevate frequenze dell'immagine come i confini. Può fare alcune aree "appaiono" mostrando i confini della cancellazione o incollatura di un oggetto. Questo non è un rilevatore di falso per sé, è necessaria un'analisi visiva per interpretare i risultati.	Laplacian prikazuje visoke frekvence slike, kot so meje. Lahko povzroči, da se nekatera območja prikažejo tako, da prikaže meje brisanja ali lepljenja predmeta. To samo po sebi ni detektor ponaredkov, za razlago njegovih rezultatov je potrebna vizualna analiza.	Der Laplace zeigt hohe Frequenzen des Bildes wie die Grenzen. Kann einige Bereiche erscheinen lassen, indem die Grenzen des Löschungs oder der Einfüge eines Objekts angezeigt werden. Dies ist kein Fälschungsdetektor an sich. Visuelle Analyse ist erforderlich, um seine Ergebnisse zu interpretieren.	ラプラシアンは、境界線などの画像の高周波を表示します。オブジェクトの消去や貼り付けの境界線を表示して、一部の領域を出現させることができます。これはそれ自体が偽造検出器ではなく、その結果を解釈するには視覚的な分析が必要です。	A Laplace a kép magas frekvenciáit, például a határokat mutatja. Néhány területet megjeleníthet egy objektum törlésének vagy beillesztésének határainak megjelenítésével. Ez önmagában nem hamisításérzékelő, az eredmények értelmezéséhez vizuális elemzés szükséges.	O Laplacian mostra as altas frequências da imagem, como as fronteiras. Pode fazer com que algumas áreas apareçam mostrando as bordas do apagamento ou colagem de um objeto. Este não é um detector de falsificação per se, é necessária uma análise visual para interpretar seus resultados.	Laplacian prikazuje visoke frekvencije slike kao što su granice. Može učiniti da se neka područja pojave prikazivanjem granica brisanja ili lijepljenja objekta. Ovo nije detektor krivotvorina sam po sebi, potrebna je vizualna analiza za tumačenje njegovih rezultata.	Laplacian prikazuje visoke frekvence slike, kot so meje. Lahko povzroči, da se nekatera območja prikažejo tako, da prikaže meje brisanja ali lepljenja predmeta. To samo po sebi ni detektor ponaredkov, za razlago njegovih rezultatov je potrebna vizualna analiza.
